embedding_text,category,label,predicted_label,predicted_category
كيزر قطعة 240 6 1440 كيزر,Bakery,1,7,Chips & Crackers
صفا بهارات صفا 40جم,Cooking Ingredients,11,23,Party Supplies And Gifts
raffaello chocolate - 30g,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
1995 بريدواى توست 19.95 500ج,Bakery,1,35,"Tins, Jars & Packets"
9 قطع ميني شوكو قطع علبة,Biscuits & Cakes,4,9,Cleaning Supplies
سبايسي خلطة الحواوشي سبايسي 90جم,Cooking Ingredients,11,28,"Rice, Pasta & Pulses"
علب لوكس 19 ص 36 ق علب,Furniture,16,30,Soft Drinks & Juices
الدوار جبنه قريش 1كيلو الدوار,Dairy & Eggs,12,22,"Nuts, Dates & Dried Fruits"
برجر بقري ميتلاند 10 قطع برجر,Beef & Processed Meat,3,5,Breakfast Cereals & Bars
isis natural water iter Isis 1.5L,Water,38,38,Water
اوريو شوكلاته بسكوت اوريو,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
يمامه خل 250م يمامه,"Sauces, Dressings & Condiments",29,34,"Tea, Coffee & Hot Drinks"
halwani chicken burger 16p Chicken,Poultry,27,27,Poultry
dasani mineral water Dasani,Water,38,38,Water
سمان استينو طازج سمان,Poultry,27,3,Beef & Processed Meat
عصير تفاح بشاير 4قطع عصير 200مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
شويبس لتر شويبس,Soft Drinks & Juices,30,19,"Jams, Spreads & Syrups"
عصير جهينه بيم كوكتيل عصير,Soft Drinks & Juices,30,30,Soft Drinks & Juices
14234 موزة بقرى بلدى 142.34,Beef & Processed Meat,3,3,Beef & Processed Meat
squeeze pineapple juice Squeeze 1L,Soft Drinks & Juices,30,30,Soft Drinks & Juices
orouba cafe medium ground coffee cardamom m Orouba 100g,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
صن بايتس طماطم متبلة 33 200 2 4 صن 29جم,Chips & Crackers,7,22,"Nuts, Dates & Dried Fruits"
essential everyday italian style bread crumbs Everyday 425g,Bakery,1,11,Cooking Ingredients
دولي عصير أناناس بالبرتقال 4 دولي 250مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
شيبسى جبنه متبله عائلى شيبسى 92جم,Chips & Crackers,7,32,Sugar & Home Baking
مج زجاج بالشاليموه مج,Furniture,16,30,Soft Drinks & Juices
2 pepsi Pepsi Can,Soft Drinks & Juices,30,30,Soft Drinks & Juices
نستله مياه بيور لايف نستله 1.5لتر,Water,38,38,Water
بار شيكولاتة لواكر بالكراميل و البندق بار 50جم,"Chocolates, Sweets & Desserts",8,7,Chips & Crackers
مونتانا بسلة بالجزر رام مونتانا 400ج,Vegetables & Fruits,36,2,Beef & Lamb Meat
juicy fresh kiwi juice Juicy 300ml,Soft Drinks & Juices,30,30,Soft Drinks & Juices
hafsa medium couscous m Hafsa 400g,"Rice, Pasta & Pulses",28,11,Cooking Ingredients
مورو بايت مورو,"Chocolates, Sweets & Desserts",8,2,Beef & Lamb Meat
زاهر خيار قشه مخلل طبيعى بلاستيك زاهر 500ج,"Tins, Jars & Packets",35,18,Home Appliances
cold stone cone biscuit with biscuit Stone,Biscuits & Cakes,4,4,Biscuits & Cakes
خل تفاح أمريكان جاردن 3150 1 000 3150 خل 473مل,"Sauces, Dressings & Condiments",29,30,Soft Drinks & Juices
توليدو مع لحم تونا صلب رام توليدو 185ج,"Tins, Jars & Packets",35,3,Beef & Processed Meat
ماريو لحم تونا خفيف مقطعة بالزيت النباتي رام ماريو 140ج,"Tins, Jars & Packets",35,3,Beef & Processed Meat
اللحيمي فرانكفورتر اللحيمي 900جم,Beef & Processed Meat,3,2,Beef & Lamb Meat
al doha cumin r Doha 20G,Cooking Ingredients,11,37,Vegetables & Herbs
ريجليز اكسترا علك فراولة 10 قطع ريجليز,"Chocolates, Sweets & Desserts",8,28,"Rice, Pasta & Pulses"
heinz vinegar Heinz 1L,"Sauces, Dressings & Condiments",29,37,Vegetables & Herbs
از المطبخ فاخر از,"Rice, Pasta & Pulses",28,33,Sweets & Desserts
جيفركس باميه وسط ممتازه جيفركس 400جم,Vegetables & Fruits,36,19,"Jams, Spreads & Syrups"
كادبورى بسكويت كادبورى,Biscuits & Cakes,4,4,Biscuits & Cakes
جلاش باللحمه جلاش,Bakery,1,2,Beef & Lamb Meat
شيكولاتة كورونا بالبندق شيكولاتة 60جم,"Chocolates, Sweets & Desserts",8,7,Chips & Crackers
ديفاتول مطهر لافندر ديفاتول,Cleaning Supplies,9,20,Laundry & Detergents
برنجلز رقائق شيبسي بالقشة الح برنجلز,Chips & Crackers,7,28,"Rice, Pasta & Pulses"
circular sunbousse dough empanada Sunbousse,Bakery,1,11,Cooking Ingredients
شيبسي برينجلز بالكاتشب 40غ شيبسي,Chips & Crackers,7,34,"Tea, Coffee & Hot Drinks"
ميلكا شيكولاته زبا ميلكا 300جم,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
كادبورى بندق كادبورى 56جم,"Chocolates, Sweets & Desserts",8,23,Party Supplies And Gifts
bavaria assorted malt beverage Bavaria 330ml,Soft Drinks & Juices,30,30,Soft Drinks & Juices
خيار خيار,Vegetables & Fruits,36,36,Vegetables & Fruits
جاردينو صلصه ظرف جاردينو 35كجم,"Tins, Jars & Packets",35,22,"Nuts, Dates & Dried Fruits"
بيتي تروبيكانا عصير برتقال 235 495 3 1095 بيتي,Soft Drinks & Juices,30,34,"Tea, Coffee & Hot Drinks"
المراعى زبادى يونانى٢ ١ 1375 2 2750 المراعى,Dairy & Eggs,12,22,"Nuts, Dates & Dried Fruits"
شيبسي بالشطة و الليمون شيبسي 170جم,Chips & Crackers,7,19,"Jams, Spreads & Syrups"
عصير مزارع دينا فريش اناناس عصير 1لتر,Soft Drinks & Juices,30,30,Soft Drinks & Juices
برجر بقري المراعي برجر 1كجم,Beef & Processed Meat,3,3,Beef & Processed Meat
بيبسى كانز بيبسى,Soft Drinks & Juices,30,30,Soft Drinks & Juices
اطياب لانشون بالزيتون وزن اطياب,Beef & Processed Meat,3,28,"Rice, Pasta & Pulses"
توفبر حار كوكى كرانشى بانيه توفبر,Poultry,27,34,"Tea, Coffee & Hot Drinks"
baraka pure water 12 x itre Baraka 1.5L,Water,38,9,Cleaning Supplies
لانشون حلواني كيلو 0135 120 162 لانشون,Beef & Processed Meat,3,8,"Chocolates, Sweets & Desserts"
مياه معدية صغيرة مياه,Water,38,38,Water
يويوليس زبادى يونانى يوبو بالكراميل و اللوز، رام يويوليس 145ج,Dairy & Eggs,12,30,Soft Drinks & Juices
فارم لانشون بقرى ساده فارم,Beef & Processed Meat,3,3,Beef & Processed Meat
فريش سمان سوبر جامبو350 فريش 400جم,Poultry,27,19,"Jams, Spreads & Syrups"
بسمة ملوخية بسمة,Vegetables & Fruits,36,2,Beef & Lamb Meat
atyab fried chicken parts 12 count Atyab,Poultry,27,11,Cooking Ingredients
بيبسى دايت كانز بيبسى 330مل,Soft Drinks & Juices,30,22,"Nuts, Dates & Dried Fruits"
رانى اناناس كانز الطارق رانى 240مل,Soft Drinks & Juices,30,28,"Rice, Pasta & Pulses"
بن عربى اكسترا بن,"Tea, Coffee & Hot Drinks",34,3,Beef & Processed Meat
المراعى زبادى 9 3 مجانا المراعى,Dairy & Eggs,12,22,"Nuts, Dates & Dried Fruits"
metco ground meat m Metco 900g,Beef & Processed Meat,3,3,Beef & Processed Meat
domty sandwich feta plus olives Domty,Bakery,1,36,Vegetables & Fruits
الرشيدى الميزان طحينه الرشيدى 275جم,"Sauces, Dressings & Condiments",29,28,"Rice, Pasta & Pulses"
روشن بيم بوم حلوي بحشوة الفواكة روشن 200جم,"Chocolates, Sweets & Desserts",8,32,Sugar & Home Baking
الفتح بوليف وزن ٢٠٠٠ ٠٣١٠ ٦٢٠ الفتح,"Tins, Jars & Packets",35,28,"Rice, Pasta & Pulses"
جبنة بيضاء بزيتون عبور لاند جبنة,Dairy & Eggs,12,3,Beef & Processed Meat
علبه طحينه علبه,"Condiments, Dressings & Marinades",10,23,Party Supplies And Gifts
fisherman mussels salad with vegetable mixture Fisherman 230g,"Tins, Jars & Packets",35,14,Fish
deli sun mini tortillas Sun 250g,Bakery,1,22,"Nuts, Dates & Dried Fruits"
فلفل حامى فلفل,Vegetables & Fruits,36,36,Vegetables & Fruits
قطع جاتو ايس كريم قطع,"Chocolates, Sweets & Desserts",8,30,Soft Drinks & Juices
اوليفتا بوليف اوليفتا,"Tins, Jars & Packets",35,3,Beef & Processed Meat
أقراص قهوة جيموكا كلاسيك أقراص 252جم,"Tea, Coffee & Hot Drinks",34,30,Soft Drinks & Juices
برنش كرواسون بالشيكولاته برنش,Bakery,1,8,"Chocolates, Sweets & Desserts"
تونه قطع حاره تونه,"Tins, Jars & Packets",35,22,"Nuts, Dates & Dried Fruits"
كوكاكولا زيرو زجاج كوكاكولا 330مل,Soft Drinks & Juices,30,30,Soft Drinks & Juices
crf natural water 12 Crf 1.5L,Water,38,38,Water
كلوريل مبيض 500م كلوريل,Cleaning Supplies,9,9,Cleaning Supplies
علبه وسط 2 مكرونه قليله ورز كتير1 بدون تقليه ومكرونه قليله ورز كتير علبه,"Rice, Pasta & Pulses",28,11,Cooking Ingredients
زجاجه عصير كبيره زجاجه,Furniture,16,34,"Tea, Coffee & Hot Drinks"
أوراق الكزبرة 1 ق أوراق,Vegetables & Fruits,36,22,"Nuts, Dates & Dried Fruits"
بانينى براون قطعه بانينى,Bakery,1,23,Party Supplies And Gifts
صن شاين تونة فانسى قطع س 2075 3 6225 صن,"Tins, Jars & Packets",35,34,"Tea, Coffee & Hot Drinks"
domty feta cheese with roumy Domty 250g,Dairy & Eggs,12,11,Cooking Ingredients
helal bread basket palm large Bread,Bakery,1,1,Bakery
لانشون لحم ميتلاند لانشون 800جم,Beef & Processed Meat,3,2,Beef & Lamb Meat
كيندر شوكولاته كيندر 21ج,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
حهينه حليب خالى الدسم حهينه 1لتر,Dairy & Eggs,12,22,"Nuts, Dates & Dried Fruits"
هارفست فول مدمس ساده هارفست 400جم,"Tins, Jars & Packets",35,6,Candles & Air Fresheners
americana peeled foul medammes with chilli m Americana 400G,"Tins, Jars & Packets",35,11,Cooking Ingredients
ahmed tea tagless Ahmed,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
حلوانى فرانك بقرى حلوانى,Beef & Processed Meat,3,8,"Chocolates, Sweets & Desserts"
california gardens white beans ram Gardens 400G,"Tins, Jars & Packets",35,37,Vegetables & Herbs
بريتزو اورجينال جبنه بريتزو 180جم,Chips & Crackers,7,5,Breakfast Cereals & Bars
1 chicken Chicken,Poultry,27,27,Poultry
زجاجه الوان اكر زجاجه,Furniture,16,30,Soft Drinks & Juices
ماجى خلطة بشاميل ميكس رام ماجى 75ج,Cooking Ingredients,11,19,"Jams, Spreads & Syrups"
بيور عصير غير محلي كوكتيل 1 2400 بيور ١لتر,Soft Drinks & Juices,30,34,"Tea, Coffee & Hot Drinks"
al rabie juice iter types Rabie 1l,Soft Drinks & Juices,30,30,Soft Drinks & Juices
باب الشام بابريكا باب 450جم,Cooking Ingredients,11,2,Beef & Lamb Meat
بيبسى مشروب غازى بيبسى,Soft Drinks & Juices,30,30,Soft Drinks & Juices
lorenz crunchips paprika Crunchips 100g,Chips & Crackers,7,11,Cooking Ingredients
وادي فود خل أبيض طبيعي وادي 1لتر,"Sauces, Dressings & Condiments",29,38,Water
spicy pretzel munchos crackers Spicy,Chips & Crackers,7,7,Chips & Crackers
بامية بسمة زيرو بامية 400جم,Vegetables & Fruits,36,19,"Jams, Spreads & Syrups"
حدائق كاليفورنيا فول مدمس ساده حدائق 450جم,"Tins, Jars & Packets",35,6,Candles & Air Fresheners
اطياب لانشون سادة وزن اطياب,Beef & Processed Meat,3,2,Beef & Lamb Meat
ماجي شوربة المشروم رام ماجي 67ج,"Tins, Jars & Packets",35,28,"Rice, Pasta & Pulses"
rest drinking water Rest,Water,38,38,Water
domty feta cheese m Domty 250g,Dairy & Eggs,12,22,"Nuts, Dates & Dried Fruits"
مولد 5 مولد علبة,Sweets & Desserts,33,6,Candles & Air Fresheners
temry chilled chicken thigh Temry 1kg,Poultry,27,27,Poultry
كانز كانز,Soft Drinks & Juices,30,6,Candles & Air Fresheners
بسمة بامية اكسترا بسمة 400جم,Vegetables & Fruits,36,2,Beef & Lamb Meat
بونجورنو كوفي ميكس في الخمسينه بونجورنو,"Tea, Coffee & Hot Drinks",34,8,"Chocolates, Sweets & Desserts"
جهينه بيور عنب 235م جهينه,Soft Drinks & Juices,30,22,"Nuts, Dates & Dried Fruits"
تيمبارك نكتار جريب فروت ابيض تيمبارك 1لتر,Soft Drinks & Juices,30,19,"Jams, Spreads & Syrups"
باب الشام سبع بهارات سورى باب,Cooking Ingredients,11,5,Breakfast Cereals & Bars
بيبتو استاند مارشملو كولا بيبتو,"Chocolates, Sweets & Desserts",8,3,Beef & Processed Meat
مصرية مكرونة شعرية مصرية,"Rice, Pasta & Pulses",28,19,"Jams, Spreads & Syrups"
فتح مكسرات مشكله كانز فتح 600جم,"Nuts, Dates & Dried Fruits",22,19,"Jams, Spreads & Syrups"
لاكتيل زبادى طبيعى لاكتيل 170جم,Dairy & Eggs,12,7,Chips & Crackers
لورينز شيبس ملح لورينز 100جم,Chips & Crackers,7,20,Laundry & Detergents
شهى فول مجروش شهى 500جم,"Rice, Pasta & Pulses",28,34,"Tea, Coffee & Hot Drinks"
bravo chips with kebab Bravo,Chips & Crackers,7,7,Chips & Crackers
مكرونة فرن من رويال مكرونة 400جم,"Rice, Pasta & Pulses",28,11,Cooking Ingredients
لوربك زبده غير مملحه لوربك 400جم,Cooking Ingredients,11,3,Beef & Processed Meat
temry chilled chicken fillet Temry 1kg,Poultry,27,27,Poultry
عصير خروب ديلي عصير 1لتر,Soft Drinks & Juices,30,30,Soft Drinks & Juices
شيخون زيتون كلاماتا يونانى 1ك شيخون,"Tins, Jars & Packets",35,6,Candles & Air Fresheners
halwani chicken luncheon plain approx weight Chicken 500g,Poultry,27,27,Poultry
القبطان مفروم بقرى القبطان 450جم,Beef & Processed Meat,3,26,Pets Care
الدنيا بخير سلطه تونه الدنيا,"Tins, Jars & Packets",35,26,Pets Care
طلقة تشكن تركى 1000 طلقة,Poultry,27,7,Chips & Crackers
al watania chicken strips spicy m Watania 400g,Poultry,27,27,Poultry
فلفل اخضر حار ساي 2100 0388 815 فلفل,Vegetables & Fruits,36,37,Vegetables & Herbs
كيك براونز كيك,Biscuits & Cakes,4,4,Biscuits & Cakes
شيبسى جبنه متبله 40 شيبسى 42جم,Chips & Crackers,7,3,Beef & Processed Meat
خضار سوتيه هيبر وان 14 خضار,Vegetables & Fruits,36,6,Candles & Air Fresheners
تايجر شيبسى عائلى تايجر,Chips & Crackers,7,23,Party Supplies And Gifts
المراعي زبادي بلاك بيري المراعي 100جم,Dairy & Eggs,12,5,Breakfast Cereals & Bars
ثرى شفس سوبر بانيه عادى مكرونه ثرى 420جم كيس,Poultry,27,11,Cooking Ingredients
بيك ستيكس بيك 40جم,Chips & Crackers,7,7,Chips & Crackers
بريد واى خبز بريد,Bakery,1,33,Sweets & Desserts
سناكس صان بايتس بالطماطم و الأعشاب سناكس 53جم,Chips & Crackers,7,35,"Tins, Jars & Packets"
فيليه دجاج مشوي اطياب، حار فيليه 500جم,Poultry,27,3,Beef & Processed Meat
كانز كانز,Soft Drinks & Juices,30,6,Candles & Air Fresheners
فريده مطهر ارضيات صنوبر فريده 2لتر,Cleaning Supplies,9,6,Candles & Air Fresheners
domty shredded mozzarella m Domty 300G,Dairy & Eggs,12,22,"Nuts, Dates & Dried Fruits"
atyab chicken wings ram Atyab 700g,Poultry,27,2,Beef & Lamb Meat
كبده وقلب وكلاوي كبده,Beef & Processed Meat,3,8,"Chocolates, Sweets & Desserts"
فرسكا شوكو ستكس قطعه فرسكا 3ج,Biscuits & Cakes,4,19,"Jams, Spreads & Syrups"
ويفر كوكو لافرز بالشوكولاتة من بسكو مصر 6 قطع من ويفر عبوة,Biscuits & Cakes,4,4,Biscuits & Cakes
توست ردة توست,Bakery,1,33,Sweets & Desserts
علبه كمامه ايفوني علبه,"Personal Care, Skin & Body Care",25,23,Party Supplies And Gifts
رو رمادى بطاطس بالهيكورى مدخن رو,Chips & Crackers,7,28,"Rice, Pasta & Pulses"
دينا حليب يالشوكولاته دينا,Dairy & Eggs,12,8,"Chocolates, Sweets & Desserts"
تيمبارك نكتار جريب فروت ابيض تيمبارك 1لتر,Soft Drinks & Juices,30,19,"Jams, Spreads & Syrups"
ميتكو سجق شرقى ميتكو 350جم,Beef & Processed Meat,3,3,Beef & Processed Meat
super biscuits m of 12 Super 36G Pack,Biscuits & Cakes,4,4,Biscuits & Cakes
faragello grilled chicken shish Chicken 900G,Poultry,27,11,Cooking Ingredients
mandolin twin choloate bar 41 m Twin 250g,"Chocolates, Sweets & Desserts",8,5,Breakfast Cereals & Bars
american garden original bbq sauce American 510ml,"Sauces, Dressings & Condiments",29,11,Cooking Ingredients
شيكولاتة جالكسي فلوتس شيكولاتة 22.5جم,"Chocolates, Sweets & Desserts",8,8,"Chocolates, Sweets & Desserts"
monarch whole kernel corn Monarch 340g,"Tins, Jars & Packets",35,11,Cooking Ingredients
مياه شرب اكوا دلتا مياه,Water,38,38,Water
هانز قهوة إسبريسو في كأس هانز 2جم,"Tea, Coffee & Hot Drinks",34,34,"Tea, Coffee & Hot Drinks"
cadbury dairy milk mini bubbly chocolate rams Cadbury 108g,"Chocolates, Sweets & Desserts",8,1,Bakery
لذة خضار مشكل لذة 400جم,Vegetables & Fruits,36,7,Chips & Crackers
بيريه مياه فواره بيريه 500مل,Water,38,38,Water
calvorinea pineapple slices m Gm 800g,"Tins, Jars & Packets",35,36,Vegetables & Fruits
دومتى عصير اناناس دومتى 235مل,Soft Drinks & Juices,30,34,"Tea, Coffee & Hot Drinks"
بسكويت كلاسيك بالزبدة بسكويت 908جم,Biscuits & Cakes,4,8,"Chocolates, Sweets & Desserts"
