embedding_text,category
القبطان مفروم بقرى القبطان 450جم,Beef & Processed Meat
الدنيا بخير سلطه تونه الدنيا,"Tins, Jars & Packets"
طلقة تشكن تركى 1000 طلقة,Poultry
al watania chicken strips spicy m Watania 400g,Poultry
فلفل اخضر حار ساي 2100 0388 815 فلفل,Vegetables & Fruits
كيك براونز كيك,Biscuits & Cakes
شيبسى جبنه متبله 40 شيبسى 42جم,Chips & Crackers
خضار سوتيه هيبر وان 14 خضار,Vegetables & Fruits
تايجر شيبسى عائلى تايجر,Chips & Crackers
المراعي زبادي بلاك بيري المراعي 100جم,Dairy & Eggs
ثرى شفس سوبر بانيه عادى مكرونه ثرى 420جم كيس,Poultry
بيك ستيكس بيك 40جم,Chips & Crackers
بريد واى خبز بريد,Bakery
سناكس صان بايتس بالطماطم و الأعشاب سناكس 53جم,Chips & Crackers
فيليه دجاج مشوي اطياب، حار فيليه 500جم,Poultry
كانز كانز,Soft Drinks & Juices
فريده مطهر ارضيات صنوبر فريده 2لتر,Cleaning Supplies
domty shredded mozzarella m Domty 300G,Dairy & Eggs
atyab chicken wings ram Atyab 700g,Poultry
كبده وقلب وكلاوي كبده,Beef & Processed Meat
فرسكا شوكو ستكس قطعه فرسكا 3ج,Biscuits & Cakes
ويفر كوكو لافرز بالشوكولاتة من بسكو مصر 6 قطع من ويفر عبوة,Biscuits & Cakes
توست ردة توست,Bakery
علبه كمامه ايفوني علبه,"Personal Care, Skin & Body Care"
رو رمادى بطاطس بالهيكورى مدخن رو,Chips & Crackers
دينا حليب يالشوكولاته دينا,Dairy & Eggs
تيمبارك نكتار جريب فروت ابيض تيمبارك 1لتر,Soft Drinks & Juices
ميتكو سجق شرقى ميتكو 350جم,Beef & Processed Meat
super biscuits m of 12 Super 36G Pack,Biscuits & Cakes
faragello grilled chicken shish Chicken 900G,Poultry
mandolin twin choloate bar 41 m Twin 250g,"Chocolates, Sweets & Desserts"
american garden original bbq sauce American 510ml,"Sauces, Dressings & Condiments"
شيكولاتة جالكسي فلوتس شيكولاتة 22.5جم,"Chocolates, Sweets & Desserts"
monarch whole kernel corn Monarch 340g,"Tins, Jars & Packets"
مياه شرب اكوا دلتا مياه,Water
هانز قهوة إسبريسو في كأس هانز 2جم,"Tea, Coffee & Hot Drinks"
cadbury dairy milk mini bubbly chocolate rams Cadbury 108g,"Chocolates, Sweets & Desserts"
لذة خضار مشكل لذة 400جم,Vegetables & Fruits
بيريه مياه فواره بيريه 500مل,Water
calvorinea pineapple slices m Gm 800g,"Tins, Jars & Packets"
دومتى عصير اناناس دومتى 235مل,Soft Drinks & Juices
بسكويت كلاسيك بالزبدة بسكويت 908جم,Biscuits & Cakes
bravo chips with ketchup Bravo,Chips & Crackers
داونى نسيم الوادى زجاجه داونى 1لتر,Laundry & Detergents
كرانشي شيتوس جامب كرانشي,Chips & Crackers
hot mustard sauce Hot,"Sauces, Dressings & Condiments"
هاينز صلصه طماطم برطمان رام هاينز 360ج,"Tins, Jars & Packets"
فرم كنافه كريمه فرم,Bakery
الاميره مكرونه مرمريه الاميره 400جم,"Rice, Pasta & Pulses"
شيدر طبيعى مستورد شيدر,Dairy & Eggs
صدور رومي مخليه صدور 2كجم,Poultry
فريش شيش طاووق وزن فريش,Poultry
بسكو مصر لوكس 6 قطعه علبه 12 بسكو,Biscuits & Cakes
شراب شعير امستل رادلر ليمون شراب,Soft Drinks & Juices
ثوم مفروم فارم فريش ثوم 400جم,Vegetables & Fruits
منتوس 3d منتوس,"Chocolates, Sweets & Desserts"
elhelal palm mix round pasket Mix,Cooking Ingredients
haribo jelly happy cherry Haribo 80g,"Chocolates, Sweets & Desserts"
لانشون بقطع اللحم شرائح ميتكو لانشون 200جم,Beef & Processed Meat
شاى اعشاب قرفه وزنجبيل شاى,"Tea, Coffee & Hot Drinks"
كيك شيكولاته هوهوز كيك,Biscuits & Cakes
لمار مشروب خوخ لمار 200مل,Soft Drinks & Juices
أبو كاس أرز مزة بسمتي هندي أبو 10كجم,"Rice, Pasta & Pulses"
كرواسون مولتو ميكس بالكريمة والشوكولاتة، كرواسون 65جم عبوة,Bakery
كويك بيك بافس جبنه حاره 55 كويك 65جم,Chips & Crackers
lays gourmet mexican fiery chipotle chips 58 Gourmet 64g,Chips & Crackers
جهينه عصير انواع عدا المانجو جهينه 1لتر,Soft Drinks & Juices
tiffany break delight wafer rams Tiffany 16.5g,Biscuits & Cakes
زيتون اخضر جامبو اوليفيتا بالوزن زيتون,"Tins, Jars & Packets"
بطيخ فريش بالقطعه بطيخ,Vegetables & Fruits
عاصم ارز مصري 5ك عاصم,"Rice, Pasta & Pulses"
al hodhod legmes kidney beans m Hodhod 500g,"Rice, Pasta & Pulses"
دريم شيكولاتة غامقة دريم,"Chocolates, Sweets & Desserts"
كوكاكولا بلاستيك كوكاكولا 300مل,Soft Drinks & Juices
صفايه 20 24 زجاج سادي صفايه,"Tea, Coffee & Hot Drinks"
بريد واى خبز بنى بان بريد 220جم,Bakery
شاي ينسون نجمة شاي 75جم,"Tea, Coffee & Hot Drinks"
امريكان جاردن صويا صوص امريكان 295مل,"Sauces, Dressings & Condiments"
crf natural water Crf 1.5L,Water
شاي خرز ليبتون علامه صفراء عرض شاي,"Tea, Coffee & Hot Drinks"
نسكافيه كابتشينو فانيليا نسكافيه,"Tea, Coffee & Hot Drinks"
afia sunflower oil iter sugar gift Afia 2.2l,Cooking Ingredients
فورنو شيبسى جبنه فرنسيه 44 فورنو 5ج,Chips & Crackers
امريكانا تونه شرائح ليمزن 12 امريكانا,"Tins, Jars & Packets"
زجاجه مياه ى150 م زجاجه,Furniture
كانز بيبسي كانز,Soft Drinks & Juices
aroma intenso coffee m Aroma 250g,"Tea, Coffee & Hot Drinks"
ربيع شاي اخضر طبيعي نعناع 100 فلتة ربيع,"Tea, Coffee & Hot Drinks"
كريمه ماكيفيتز بسكويت بالشوفان كريمه,Biscuits & Cakes
موفنبيك نسكافيه جولد موفنبيك 100جم,"Tea, Coffee & Hot Drinks"
دجاج شيش طاوق ٥٠٠ غرام تقريباً دجاج,Poultry
علبه الكمامه لانا ماسك علبه,"Personal Care, Skin & Body Care"
الكبوس شاى اخضر 100فتله الكبوس,"Tea, Coffee & Hot Drinks"
نسكويك مشروب شيكولاتة نسكويك 154جم,"Tea, Coffee & Hot Drinks"
سائل هاربيك باور الاصلى سائل,Cleaning Supplies
نايس بسكويت نايس,Biscuits & Cakes
koki crunchy chicken wings spicy m Koki 700G,Poultry
مياه معدنيه اكوافينا 600مل 600مل,Water
منعم الملابس فيلفيتا ، نسيم المحيط، مزيل البقع العنيدة منعم 1كجم,Cleaning Supplies
بيبسي دايت بيبسي 0.97لتر,Soft Drinks & Juices
بيك رولز حلو حار بيك 3ج,Chips & Crackers
ستارببكس قهوه فرابتشينو ستارببكس,"Tea, Coffee & Hot Drinks"
مسحوق غسيل اريال اوتوماتيك، لافندر مسحوق 2.5كجم,Cleaning Supplies
مولتو مينى بندق 5 30000 1 300 مولتو,Bakery
lion chips w seasoned cheese Chips 42G,Chips & Crackers
pringles potato chip pcs Potato,Chips & Crackers
juhayna vegan coconut milk iter Juhayna 1L,Dairy & Eggs
هاينز صلصله طماطم 10خصم هاينز 360ج,"Tins, Jars & Packets"
لوكو لافرز كرسبي بار عرض 5ق لوكو,"Chocolates, Sweets & Desserts"
mineral water Water,Water
شوبا جيلي فواكه شوبا 24.2جم,"Chocolates, Sweets & Desserts"
علب بيتزا 25 سم علب,Bakery
كريستال زيت زره كريستال 800مل,Cooking Ingredients
امريكان جاردن شرائح المشروم امريكان ٤٢٥جم,"Tins, Jars & Packets"
فيرى سائل تنظيف الاطباق الترا فيرى 650مل,Cleaning Supplies
طحينة طحينة علبة,"Sauces, Dressings & Condiments"
قويدر كنافه مكسرات قويدر,"Chocolates, Sweets & Desserts"
بيبسى علب بيبسى,Disposables & Napkins
fresh farm beef basturma with garlic approx weight Fresh 250g,Beef & Processed Meat
ريتش صدور رومى مدخن وزن ريتش,Poultry
نستلة مياه صغير ٦٠٠ م 4800 1 0 4800 نستلة,Water
astonish multi surface cleaner orange grove Astonish 750ml,Cleaning Supplies
10 10 1 مياة صغيرة مياة,Water
ماجي مرقة ١٢مكعب خصم سعر ماجي ١٠٨جم,Cooking Ingredients
اوكسي سائل ليمون لتر 25 فاين رول 2ق اوكسي,Cleaning Supplies
بخيره حليب كامل الدسم بخيره 1لتر كيس,Dairy & Eggs
liter pepesi Pepesi,Soft Drinks & Juices
اجدادنا خل اجدادنا 1لتر,"Sauces, Dressings & Condiments"
408 600 068 باذنجان عروس 4.08,Vegetables & Fruits
ريو ماري سلاتونة وصفة مكسيكية رام ريو 160ج,"Tins, Jars & Packets"
تشيزا جبن اسطنبول تشيزا,Dairy & Eggs
كلوركس الوان زهور 2300 1 2300 كلوركس ١لتر,Cleaning Supplies
elano natural drinking water 20 x Drinking 600ml,Water
هديه زيت قلى هديه 4.5لتر,Cooking Ingredients
فريش فارم لانشون ديك رومي سادة فريش 250جم,Poultry
دولفين تونه قطعه واحده دولفين,"Tins, Jars & Packets"
بيبسي كانز بيبسي,Soft Drinks & Juices
al watania fried chicken spicy Watania,Poultry
كمثرى خشابى بالوزن رقم 1 كمثرى,Vegetables & Fruits
el shamadan wave wafer biscuit milk cream Shamadan,Biscuits & Cakes
ريو ماري سلاتونة سلطة الخضار مع التونا وخلطة المكسيكية، رام ريو 160ج,"Tins, Jars & Packets"
مكرونة النجمه انو مكرونة,"Rice, Pasta & Pulses"
اعشاب كاموميل ونعناع رويال 20 فتلة اعشاب,"Tea, Coffee & Hot Drinks"
برافو بطاطس شيبس ٦٢ كباب برافو ٧٢جم,Chips & Crackers
كاليفورنيا تونه قطعه عباد كاليفورنيا 185ج,"Tins, Jars & Packets"
bake rolz pizza Bake 48G,Chips & Crackers
fisherman light tuna solid in brine 3 x Fisherman 65g,"Tins, Jars & Packets"
egyptian low salt cheese Egyptian 500g,Dairy & Eggs
ميمكس بونبون قهوة من 12 ميمكس 36جم عبوة,"Chocolates, Sweets & Desserts"
atyab beef hot dog Atyab 500g,Beef & Processed Meat
عرض اوكسى عرض,Cleaning Supplies
كادبوري شكولاتة فليك كادبوري 32جم,"Chocolates, Sweets & Desserts"
gandour tea biscuits rams Gandour 85g,Biscuits & Cakes
بيبسى دايت كانز لى بيبسى 330مل,Soft Drinks & Juices
حلوانى كبة لحم بقرى 10 قطع حلوانى,Beef & Processed Meat
توينكيز كيك بالكريمه والتوت توينكيز,Biscuits & Cakes
chipsy super potato chips cheese flavour ram Chipsy 48g,Chips & Crackers
جاردينيو خل طبيعي جاردينيو 1لتر,"Sauces, Dressings & Condiments"
علبه 1 5 مشكل جولد علبه,"Tea, Coffee & Hot Drinks"
elleheimy smoked turkey breasts kg Smoked,Poultry
elleheimy smoked turkey breasts kg Smoked,Poultry
سبانخ كبيرة كبير 1 4 4 سبانخ,Vegetables & Fruits
سنسكرز شيكولاته سنسكرز 50ج,"Chocolates, Sweets & Desserts"
ديجما هوهوز انواع هوهوز,Biscuits & Cakes
صوص بيج تيستى صوص,"Sauces, Dressings & Condiments"
الكرامه قاعده بيتزا 12 قطعه الكرامه,Bakery
اللحيمي لحم رومي اللحيمي,Poultry
بان وسط مارغاريتا بان,Bakery
fabric softener lavender scent Fabric 1Kg,Cleaning Supplies
roquefort blue cheese ram Roquefort 100g,Dairy & Eggs
مزارع دينا مزارع 250مل,Soft Drinks & Juices
ariel hs downy Hs 1KG,Cleaning Supplies
ريو ماري لحم تونا خفيف في زيت الزيتون، رام ريو 160ج,"Tins, Jars & Packets"
عبور لاند عصير جوافة عبور 250مل,Soft Drinks & Juices
جبنه رومى بطارخ بالوزن شرائح جبنه,Dairy & Eggs
شيكولاته رافايللو شيكولاته 30جم,"Chocolates, Sweets & Desserts"
farm fresh green olive Farm 1kg,Vegetables & Fruits
el maleka pasta stripy rings Pasta 1Kg,"Rice, Pasta & Pulses"
aladham ful tammas m Tammas 500g,"Rice, Pasta & Pulses"
رويال جبنه جوده وزن رويال,Dairy & Eggs
تايجر كرانش رقائق البطاطس بالتش تايجر,Chips & Crackers
نسكافيه جولد نسكافيه 200جم,"Tea, Coffee & Hot Drinks"
بطة مجمدة بطة 2.3كجم,Poultry
خبز كايزر سمسم خبز,Bakery
مكرونه الصدفه مكرونه 400جم,"Rice, Pasta & Pulses"
platinum Box Box,Bakery
دومتى عصير كوكتبل دومتى 235مل,Soft Drinks & Juices
ايس كريم ايس,"Chocolates, Sweets & Desserts"
خير البيت زيت خليط خير 2.25لتر,Cooking Ingredients
cheetos cheese fried Cheetos 138G,Chips & Crackers
كوبص مشروب كوكتيل توت وجزر وتفاح كوبص 400مل,Soft Drinks & Juices
موسي مشروب شعير متنوع موسي 330مل,Soft Drinks & Juices
تيفانى بسكويت داى تيفانى,Biscuits & Cakes
earl grey loose Grey 250g,"Tea, Coffee & Hot Drinks"
بيبسى كانز بيبسى,Soft Drinks & Juices
مياه طبيعيه بيوفانا مياه 18.9لتر,Water
بريتزل بدون ملح من لايف جرين بريتزل 180جم,Chips & Crackers
akethai spring rolls sauce Akethai 295ml,"Sauces, Dressings & Condiments"
ستار مكرونة فرن 1 كيلو ستار,"Rice, Pasta & Pulses"
دينا عصير فراولة 3000 1 3000 دينا ٨٥٠مل,Soft Drinks & Juices
رانى عصير فراولهموز رانى,Soft Drinks & Juices
حواء مكرونه بانواعها حواء كيس,"Rice, Pasta & Pulses"
natural water s Water,Water
mineral water large Water,Water
بيبسى كانز بيبسى,Soft Drinks & Juices
بقالوة سادة بقالوة,Bakery
جنرال منظف تواليت لافندر ه 2395 1 2395 جنرال,Cleaning Supplies
بركه مياه معدنيه بركه 600ML,Water
حلواني كوكتيل سوسيس حلواني 350جم,Beef & Processed Meat
مونتانا فاصوليا خضراء مونتانا 400جم,Vegetables & Fruits
مزارع دينا عصير برتقال زجاج 850م مزارع,Soft Drinks & Juices
عيش ابيض سورى عيش,Bakery
ريتش سلامى وزن ريتش,Beef & Processed Meat
المراعى هوت دوج بقرى رام 21 مجانا المراعى 720ج,Beef & Processed Meat
مكسيكانا هريس طماطم مركز رام مكسيكانا 300ج,"Tins, Jars & Packets"
amr mushroom food ram Amr 800G Can,"Tins, Jars & Packets"
helal bread basket palm small Bread,Bakery
lazah extra okra ram Extra 400G,Vegetables & Fruits
رويال مكرونة اسباجيتي رويال 1كجم,"Rice, Pasta & Pulses"
بريتزل بالملح البحرى 325 1 325 بريتزل ٣٥جم,Chips & Crackers
clorox powder stain remover m powder stain remover pouch m of 5 Powder 500g Pack,Cleaning Supplies
درة كاتشب بارد درة 500جم,"Sauces, Dressings & Condiments"
كلاسيك ميني كوكيز كاكاو كلاسيك 160جم,Biscuits & Cakes
حياه مياه حياه,Water
الاميره ارز فاخر 1ك تقريبا الاميره,"Rice, Pasta & Pulses"
ثرى ام صلصه ثرى 370ج,"Tins, Jars & Packets"
